"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","18-24","Age Group","37","21.0","13.2","28.8","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","AGE01","CAT3","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","25-34","Age Group","119","31.4","24.7","38.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","AGE02","CAT3","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","35-44","Age Group","166","32.4","26.6","38.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","AGE03","CAT3","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","45-54","Age Group","195","38.2","32.0","44.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","AGE04","CAT3","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","55-64","Age Group","242","33.7","28.4","39.0","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","AGE05","CAT3","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","65+","Age Group","314","32.7","28.2","37.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","AGE09","CAT3","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","325","24.1","20.6","27.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","EDUCA4","CAT5","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","330","34.8","29.8","39.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","EDUCA2","CAT5","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","58","29.6","20.2","38.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","EDUCA1","CAT5","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","356","35.6","31.1","40.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","EDUCA3","CAT5","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","118","34.7","27.1","42.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","INCOME2","CAT6","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","90","46.4","35.1","57.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","INCOME3","CAT6","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","113","35.2","27.2","43.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","INCOME4","CAT6","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000+","Household Income","541","29.8","26.5","33.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","INCOME5","CAT6","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","71","34.4","24.4","44.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","INCOME1","CAT6","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Overall","Overall","1,073","31.9","29.4","34.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","BO1","CAT1","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","214","36.1","29.9","42.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","RACE03","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Asian, non-Hispanic","Race/Ethnicity","19","29.3","13.7","44.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","RACE04","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Black, non-Hispanic","Race/Ethnicity","20",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS14","TOPIC09","02","RACE02","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Hispanic","Race/Ethnicity","38","33.4","22.0","44.8","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","RACE08","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Multiracial, non-Hispanic","Race/Ethnicity","53","29.7","20.3","39.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","RACE07","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Native Hawaiian or other Pacific Islander, non-Hispanic","Race/Ethnicity","10",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS14","TOPIC09","02","RACE05","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Other, non-Hispanic","Race/Ethnicity","15",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS14","TOPIC09","02","RACE06","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","White, non-Hispanic","Race/Ethnicity","704","29.4","26.7","32.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","RACE01","CAT4","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Female","Sex","503","29.6","26.1","33.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","SEX2","CAT2","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AK","Alaska","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Male","Sex","570","33.8","30.2","37.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","02","SEX1","CAT2","_BMI5CAT","RESP039","    (64.84507995700051, -147.72205903599973)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","18-24","Age Group","62","19.8","14.6","25.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","AGE01","CAT3","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","25-34","Age Group","148","24.6","20.6","28.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","AGE02","CAT3","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","35-44","Age Group","190","26.8","22.8","30.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","AGE03","CAT3","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","45-54","Age Group","232","27.0","23.4","30.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","AGE04","CAT3","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","55-64","Age Group","268","26.1","22.5","29.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","AGE05","CAT3","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","65+","Age Group","352","18.3","16.1","20.5","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","AGE09","CAT3","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","College graduate","Education Attained","356","19.7","17.4","22.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","EDUCA4","CAT5","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","H.S. or G.E.D.","Education Attained","361","21.2","18.8","23.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","EDUCA2","CAT5","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Less than H.S.","Education Attained","157","32.3","27.0","37.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","EDUCA1","CAT5","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Some post-H.S.","Education Attained","374","24.7","22.0","27.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","EDUCA3","CAT5","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$15,000-$24,999","Household Income","213","26.5","22.5","30.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","INCOME2","CAT6","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$25,000-$34,999","Household Income","121","27.3","21.6","32.9","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","INCOME3","CAT6","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$35,000-$49,999","Household Income","152","26.7","21.7","31.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","INCOME4","CAT6","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$50,000+","Household Income","352","17.5","15.5","19.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","INCOME5","CAT6","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Less than $15,000","Household Income","203","40.1","34.4","45.9","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","INCOME1","CAT6","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,252","23.5","22.1","25.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","BO1","CAT1","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","20","27.5","14.0","41.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","RACE03","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Asian, non-Hispanic","Race/Ethnicity","4",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS03","TOPIC17","01","RACE04","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Black, non-Hispanic","Race/Ethnicity","280","21.4","18.5","24.3","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","RACE02","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Hispanic","Race/Ethnicity","12",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS03","TOPIC17","01","RACE08","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Multiracial, non-Hispanic","Race/Ethnicity","24","28.9","16.6","41.2","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","01","RACE07","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Native Hawaiian or other Pacific Islander, non-Hispanic","Race/Ethnicity","1",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS03","TOPIC17","01","RACE05","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
"2020","AL","Alabama","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Other, non-Hispanic","Race/Ethnicity","7",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS03","TOPIC17","01","RACE06","CAT4","ADDEPEV3","RESP046","    (32.84057112200048, -86.63186076199969)"
